date,temperature,humidity,pressure,wind_speed,rainfall,alert_level
2024-01-01,14.200809790179534,72.09300302313535,1006.7792753061653,42.445491033646036,138.1144873826929,Risque d’inondation
2024-02-02,24.65669612855475,36.72973654173718,993.7749275723801,7.947425693941823,163.42211321931592,Risque d’inondation
2024-03-03,0.21855904165240325,20.40689661889033,1019.2358258802701,18.027988812137025,139.41028823250105,Risque d’inondation
2024-04-04,-2.4689380161303633,99.57775665183881,996.6699493540243,22.91442928402803,30.402566214969106,Normal
2024-05-05,22.80859982190369,86.72435425461944,1009.3239058541407,7.355453308707421,154.0796575110665,Risque d’inondation
2024-06-06,37.21323697129085,68.51385839421843,1014.0602535416784,3.1717484267882625,149.2533675157435,Risque d’inondation
2024-07-07,16.345413661950356,91.29491876916384,992.4228439451584,46.00965954390249,25.633279118034903,Tempête
2024-08-08,3.9616588558951786,63.66402830670936,1002.1195307767182,47.32907441462977,34.721679153391705,Tempête
2024-09-09,3.9903477481678813,74.39306933787883,1020.188802224246,37.973357583022505,15.422586432635587,Normal
2024-10-10,25.584658426043802,54.29684707751067,1004.0742642168091,20.048951436028368,114.36651572820173,Risque d’inondation
2024-11-11,23.907205305057595,26.65674281210555,991.2091032625847,26.041865976808847,39.11817475140034,Normal
2024-12-12,22.26135713207193,91.62885040762032,1006.0223763778558,37.97551046444119,33.90011770922206,Normal
2024-01-13,34.21328142845097,30.395645964491656,1014.8325692700448,17.801780607268018,9.086862325293321,Normal
2024-02-14,40.24775626375468,50.26973620132099,1007.740060592007,24.081388443060476,54.98417877966679,Alerte chaleur
2024-03-15,26.599622367885217,80.57039951626585,1023.7046610534552,2.4032284255767977,47.486884248643356,Normal
2024-04-16,11.160117451638662,44.33711968147789,1021.3106084056844,11.067996521606055,35.738429103098525,Normal
2024-05-17,-8.170191669001252,57.16941615094001,992.3225826477369,46.75984889899083,178.29390765927192,Risque d’inondation
2024-06-18,23.308960945894817,56.605554165844886,1010.00867603694,45.80423501183366,188.70609346298397,Risque d’inondation
2024-07-19,30.852181746217752,65.57306030034516,991.1782542603902,16.840659243496354,31.596216885701,Normal
2024-08-20,13.610344481566337,93.76770249611857,1017.2560589360914,8.900721810519096,47.680062413093104,Normal
2024-09-21,15.093714507510715,88.74367123871305,1005.6196734780422,11.281245865880019,75.39053714803556,Normal
2024-10-22,-4.831918740747755,59.43446992424377,1004.7614180844693,23.205394674858404,167.3858748132197,Risque d’inondation
2024-11-23,34.33195523364111,97.57813694726538,999.7125542715651,29.78028392163456,79.25837185557097,Normal
2024-12-24,-6.8445517006403644,26.594363598490553,999.7708343448558,47.26062027159921,16.808687460664817,Tempête
2024-01-25,-6.104302458090453,40.796763121824,995.1658673861593,3.056552595959311,29.301027741784402,Normal
2024-02-26,25.057225565835196,22.544784755393962,998.3911567606398,19.08834695233149,65.50682590345434,Normal
2024-03-27,29.89602644101864,90.78593753421819,991.7082874235701,28.84333427603413,87.56296764197566,Risque d’inondation
2024-04-28,18.770061174855748,54.08422339911506,1018.5362018141292,33.560587790260655,10.551484944083288,Normal
2024-05-01,12.726641000917752,33.11642723149059,1018.2074813251976,36.133903458694505,142.30870870355685,Risque d’inondation
2024-06-02,34.711789925016525,71.92136918495812,994.4097175571986,46.55187171307502,57.876090590361585,Tempête
2024-07-03,27.316045718115227,39.63936873480496,996.1630606227458,49.9100890569515,50.54779429209155,Tempête
2024-08-04,21.981260538591567,14.985692668895105,1006.4883605989469,28.429757706784976,93.83486076812619,Risque d’inondation
2024-09-05,10.58540713981851,21.649197683123838,999.0726445579737,41.88536565803919,134.67076840140203,Risque d’inondation
2024-10-06,30.318293534719842,41.4202079621853,1017.3275667210594,40.692725290429834,36.51676517761007,Tempête
2024-11-07,26.020149350184347,69.39223558717737,1022.7548317308787,40.14187053555315,10.301320446468276,Tempête
2024-12-08,26.634765630131973,65.52923947366298,1005.8104211021517,46.35170803663758,89.77684309492157,Risque d’inondation
2024-01-09,30.314885089238608,56.274623513519586,999.203856104364,8.58897345561816,196.03532454191074,Risque d’inondation
2024-02-10,6.763748144267073,10.770426783401367,1008.1794707861068,23.503611887153657,25.082211491499052,Normal
2024-03-11,41.004237078318674,61.139011654379544,1005.2604508845671,41.26490777373371,40.0783471681254,Alerte chaleur
2024-04-12,32.99203102124482,45.10996148438014,1016.9142235954453,34.874877303147095,26.915343926801995,Normal
2024-05-13,0.8138421341484428,52.74974420593821,1021.7540795028457,46.683469230701604,199.74281263032384,Risque d’inondation
2024-06-14,22.02207281479688,41.86802339078657,1015.8311500998249,29.715766277029875,161.8886006104024,Risque d’inondation
2024-07-15,5.167539085332399,28.840249742173853,1007.0723673696475,23.704652559279637,62.215961342955374,Normal
2024-08-16,7.73492931495657,96.21767101551073,1024.9889921505205,4.984122772989485,79.95581016753937,Normal
2024-09-17,39.705751206066395,68.46656656776236,993.8377454287521,5.635639138005394,91.9874690582395,Alerte chaleur
2024-10-18,23.78566332285881,25.24792346785356,1015.416737175101,4.009144045293899,178.07077553727635,Risque d’inondation
2024-11-19,16.144049751034288,42.39102543133605,1023.2418199650715,37.84292897674891,26.189046782242322,Normal
2024-12-20,32.641095075536136,19.59644688646636,995.480415799534,33.555864166079175,93.86993994281025,Risque d’inondation
2024-01-21,-2.0212450718037287,89.54156087489996,1021.5534504229545,34.57397366052524,194.75925725559347,Risque d’inondation
2024-02-22,39.23398222796508,69.27627890587256,996.8635273734482,16.91456949427857,46.93141015444387,Alerte chaleur
2024-03-23,40.13052938198695,56.99145192921431,1000.0115089691071,31.029961516343796,169.27576798834082,Alerte chaleur
2024-04-24,23.710372796949187,19.90403193283897,992.926059693729,42.457813462856954,164.66791382784143,Risque d’inondation
2024-05-25,32.96516680256055,99.71911865206503,1000.9140564565294,6.127424244948415,8.341211543746674,Normal
2024-06-26,16.242480020398713,94.76153513446728,999.3599310276509,41.37958655186553,19.552684474062264,Tempête
2024-07-27,39.52683373890709,86.3720358954533,1016.2318766601375,43.24134425861274,138.02674630096934,Alerte chaleur
2024-08-28,13.140091181283854,69.18805794460684,1000.2303490475028,7.873749576153805,145.67040275855047,Risque d’inondation
2024-09-01,10.253328554757157,86.75849355655846,1011.8056907999608,21.538229414206995,3.999100655335841,Normal
2024-10-02,33.629841122153614,83.55312996520152,1007.8177280550376,9.543884249610551,153.840257116522,Risque d’inondation
2024-11-03,27.429102203206412,14.315076250303552,991.6940290015528,47.38163700776565,149.82296736129703,Risque d’inondation
2024-12-04,33.81370295964787,78.92357722145336,1013.3791972832613,17.013580929499927,35.72720080171541,Normal
2024-01-05,7.285768864291022,15.644834390227906,995.2239410740422,31.430432881734244,76.5326087300681,Normal
2024-02-06,36.774514325915135,20.555320284781082,1007.3406668244639,0.8547093644636294,161.94792383983832,Risque d’inondation
2024-03-07,1.2245973458374877,79.22283843062978,1010.3657134528968,44.2804262696713,84.03621670224892,Risque d’inondation
2024-04-08,10.903086476647012,76.89275512660132,996.0828261561663,1.0858708579182863,42.21612747729646,Normal
2024-05-09,25.00901733749096,31.73292664578563,1011.3222933092245,12.08674716175555,135.98298394801452,Risque d’inondation
2024-06-10,25.25652785304652,50.09723819715308,1005.9204085238919,43.06548178362618,52.348278468262286,Tempête
2024-07-11,22.187083343274878,46.72352760420014,1012.8109601656718,42.51759404609884,122.92315971465422,Risque d’inondation
2024-08-12,20.503337670450936,17.068926338491373,1007.1074664364255,13.46466723766136,174.25196050529846,Risque d’inondation
2024-09-13,34.91159303233183,80.07777479664867,1000.2834354370437,2.614438920064593,183.36551028358332,Risque d’inondation
2024-10-14,32.20378337243005,31.23114160943548,1023.0611542088258,39.24107865013083,29.364317472629708,Normal
2024-11-15,4.605491914356586,98.68975838943622,1012.1114222400753,45.55643997888039,80.46147244800201,Risque d’inondation
2024-12-16,21.016761988380594,15.88854099143913,1004.2949467591965,17.39104900482075,147.03554796676823,Risque d’inondation
2024-01-17,28.012846839185762,88.24875074218805,1014.7478735137231,30.682913557099873,181.40130820328366,Risque d’inondation
2024-02-18,11.837268848938457,39.234789605185924,1004.2956307889361,25.687202688323413,170.22240791476167,Risque d’inondation
2024-03-19,33.52861084977193,30.76004888032582,1003.1527704286638,48.23446240804648,15.69007331886716,Tempête
2024-04-20,11.89371170318875,68.7209910262759,1004.1027457350785,33.803753853264276,148.83305802595578,Risque d’inondation
2024-05-21,43.12381307717353,18.752081688274906,1008.2177471374963,18.141311392720922,91.44213986070571,Alerte chaleur
2024-06-22,-5.590808785705556,13.573807029627151,1007.9250272846742,40.67036531881811,73.0877650656722,Tempête
2024-07-23,27.585071831735128,53.25278753961429,1017.7905319661494,20.653940581057896,169.18802710955833,Risque d’inondation
2024-08-24,5.101626239448716,31.57201409437589,1007.883215156413,40.14610089923642,20.41103489499836,Tempête
2024-09-25,-1.3415288341445866,11.52305594045973,1000.2324872639452,25.306992143573886,186.58006598724822,Risque d’inondation
2024-10-26,28.964944764666093,67.1717764844039,1000.2378768344302,41.84355075860818,8.070422340781214,Tempête
2024-11-27,11.145904444560564,27.658219415554008,1003.2338353011659,33.8625287139386,17.725422102155598,Normal
